nr zaleznosci;procent
4 & 17;26,89
5 & 17;25,22
10 & 53;28,36
11 & 53;25,42
13 & 53;26,1
14 & 53;26,38
16 & 53;26,6
17 & 53;25,26
19 & 17;25,11
22 & 17;25,01
23 & 17;25,35
24 & 17;25,34
27 & 53;28,75
28 & 53;25,98
29 & 53;25,35
30 & 53;25,61
31 & 53;26,62
32 & 53;26,13
45 & 53;26,57
47 & 17;27,51
48 & 17;25,11
49 & 17;25,17
51 & 17;25,12
52 & 17;25,22
54 & 53;25,83
55 & 53;25,81
56 & 53;26,14
57 & 53;25,52
58 & 53;25,34
59 & 53;25,8
60 & 53;25,68
