nr, zaleznosci;procent
11 & 6 & 70;34,21
11 & 7 & 34;35,09
11 & 7 & 70;38,6
11 & 8 & 70;35
11 & 9 & 28;33,33
11 & 9 & 31;37,04
11 & 9 & 33;33,33
11 & 9 & 34;40,74
11 & 9 & 70;37,04
11 & 10 & 38;40
11 & 10 & 42;35
11 & 13 & 53;35,71
11 & 14 & 53;41,49
11 & 14 & 57;34,04
11 & 16 & 37;34,38
11 & 16 & 53;35,94
11 & 17 & 53;34,43
11 & 31 & 53;34,28
11 & 59 & 53;34,73
11 & 69 & 70;33,6
12 & 2 & 36;35,29
12 & 5 & 53;33,33
12 & 6 & 53;35,8
12 & 7 & 17;40
12 & 7 & 36;38
12 & 7 & 48;36
12 & 7 & 53;38
12 & 7 & 57;34
12 & 10 & 53;35,92
12 & 14 & 53;33,96
12 & 15 & 53;34,71
13 & 2 & 17;39,19
13 & 2 & 52;35,14
13 & 2 & 53;44,59
13 & 4 & 23;33,33
13 & 4 & 33;37,5
13 & 4 & 70;37,5
13 & 5 & 67;33,66
13 & 6 & 69;33,8
13 & 6 & 70;35,21
13 & 7 & 67;34,09
13 & 8 & 70;34,88
13 & 11 & 53;35,71
13 & 16 & 53;36,78
13 & 27 & 53;34,21
13 & 45 & 53;34,24
14 & 1 & 26;34,69
14 & 5 & 17;33,33
14 & 7 & 53;33,33
14 & 10 & 53;33,64
14 & 11 & 53;41,49
14 & 11 & 57;34,04
14 & 12 & 53;33,96
14 & 16 & 72;34,62
14 & 28 & 53;33,82
15 & 4 & 53;33,93
15 & 6 & 72;33,02
15 & 8 & 39;36,59
15 & 12 & 53;34,71
15 & 16 & 53;46,27
15 & 27 & 53;34,24
15 & 55 & 53;36,36
16 & 7 & 53;37,5
16 & 10 & 53;38,18
16 & 11 & 37;34,38
16 & 11 & 53;35,94
16 & 13 & 53;36,78
16 & 14 & 72;34,62
16 & 15 & 53;46,27
16 & 27 & 53;34,1
16 & 60 & 53;33,39
17 & 11 & 53;34,43
19 & 2 & 17;33,55
24 & 10 & 53;33,78
24 & 47 & 17;33,12
27 & 10 & 53;34,55
27 & 13 & 53;34,21
27 & 15 & 53;34,24
27 & 16 & 53;34,1
27 & 29 & 53;33,55
27 & 31 & 53;33,66
28 & 14 & 53;33,82
29 & 27 & 53;33,55
31 & 11 & 53;34,28
31 & 27 & 53;33,66
45 & 10 & 53;34,39
45 & 13 & 53;34,24
47 & 9 & 33;34,31
47 & 24 & 17;33,12
50 & 3 & 20;34,65
51 & 2 & 17;33,02
52 & 3 & 20;36,71
54 & 10 & 53;33,04
55 & 15 & 53;36,36
56 & 10 & 53;33,65
59 & 10 & 53;33,74
59 & 11 & 53;34,73
60 & 10 & 53;33,69
60 & 16 & 53;33,39
69 & 11 & 70;33,6
