nr, zaleznosci;procent
12 & 7 & 61;35,56
12 & 14 & 72;34,38
12 & 15 & 53;33,65
13 & 5 & 17;35,34
13 & 8 & 65;34,69
13 & 9 & 32;40
13 & 9 & 35;34,55
13 & 11 & 60;35,85
13 & 14 & 54;36
13 & 16 & 69;34,67
13 & 27 & 53;33,52
14 & 3 & 20;35,71
14 & 3 & 64;39,29
14 & 4 & 41;33,33
14 & 5 & 67;38,54
14 & 6 & 72;34,65
14 & 9 & 56;46,3
14 & 9 & 71;33,33
14 & 10 & 53;36,19
14 & 12 & 72;34,38
14 & 13 & 54;36
14 & 27 & 53;33,05
14 & 32 & 53;34,37
15 & 6 & 53;33,04
15 & 9 & 31;34,33
15 & 12 & 53;33,65
15 & 16 & 53;35,37
15 & 27 & 53;33,95
15 & 45 & 53;33,66
15 & 55 & 53;33,68
15 & 59 & 53;34,06
16 & 7 & 41;36,51
16 & 8 & 67;36,04
16 & 11 & 17;34,92
16 & 11 & 53;34,92
16 & 13 & 69;34,67
16 & 15 & 53;35,37
16 & 27 & 53;35,53
16 & 45 & 53;33,48
16 & 54 & 53;33,63
16 & 55 & 53;34,94
16 & 60 & 53;35,58
17 & 10 & 53;35,86
18 & 3 & 35;33,18
22 & 3 & 20;35,29
26 & 4 & 18;33,67
27 & 3 & 35;36,79
27 & 10 & 53;37,5
27 & 13 & 53;33,52
27 & 14 & 53;33,05
27 & 15 & 53;33,95
27 & 16 & 53;35,53
27 & 28 & 53;33,03
27 & 57 & 53;33,2
27 & 59 & 53;33,75
28 & 11 & 53;33,69
28 & 27 & 53;33,03
29 & 2 & 53;36,07
29 & 10 & 53;34,25
30 & 9 & 56;34,43
30 & 11 & 53;34,26
32 & 10 & 53;33,82
32 & 14 & 53;34,37
45 & 15 & 53;33,66
45 & 16 & 53;33,48
47 & 7 & 17;34,26
49 & 4 & 17;34,2
50 & 7 & 17;36,07
54 & 9 & 56;33,33
54 & 16 & 53;33,63
55 & 15 & 53;33,68
55 & 16 & 53;34,94
56 & 5 & 53;33,12
57 & 27 & 53;33,2
58 & 3 & 35;33,17
58 & 10 & 53;36,32
59 & 15 & 53;34,06
59 & 27 & 53;33,75
60 & 10 & 53;35,8
60 & 11 & 53;33,48
60 & 16 & 53;35,58
69 & 3 & 35;39,92
