nr zaleznosci;procent
3 & 20;27,56
4 & 17;27,17
6 & 17;25,34
8 & 35;25,15
10 & 53;26,45
11 & 53;26,5
12 & 53;27,44
14 & 53;25,38
16 & 53;25,41
19 & 17;25,34
23 & 17;25,25
27 & 53;28,01
28 & 53;25,41
30 & 53;25,61
31 & 53;25,48
32 & 53;26
45 & 53;25,98
47 & 17;26,85
48 & 17;25,14
49 & 17;25,21
54 & 53;26,34
55 & 53;26,01
56 & 53;26,28
57 & 53;25,29
58 & 53;25,67
59 & 53;25,44
60 & 53;25,89
