nr zaleznosci;procent
2 & 17;26,37
3 & 20;26,2
4 & 17;28,84
6 & 17;25,77
7 & 17;25,68
8 & 17;25,78
8 & 20;25,34
10 & 53;27,67
12 & 53;25,34
13 & 53;25,09
14 & 53;25,05
15 & 53;25,07
16 & 53;25,76
17 & 53;25,28
20 & 17;25,09
23 & 17;25,01
27 & 53;28,64
28 & 53;25,64
29 & 53;25,37
30 & 53;25,79
31 & 53;25,07
32 & 53;25,98
45 & 53;26,39
47 & 17;27,11
54 & 53;25,54
55 & 53;25,72
56 & 53;25,69
57 & 53;26,13
58 & 53;25,79
59 & 53;25,82
60 & 53;25,87
