nr, zaleznosci;procent
13 & 27 & 53;34,38
13 & 55 & 53;35,2
14 & 1 & 39;34,85
14 & 1 & 41;33,33
14 & 2 & 17;37,38
14 & 4 & 32;33,33
14 & 9 & 56;35,85
14 & 13 & 68;38,46
14 & 16 & 53;35,06
15 & 1 & 54;34,69
15 & 8 & 17;33,98
15 & 9 & 56;35,71
15 & 9 & 67;40
15 & 12 & 53;33,05
15 & 13 & 53;36,92
15 & 13 & 60;33,85
15 & 13 & 65;35,38
15 & 16 & 67;33,75
15 & 27 & 53;34,09
15 & 32 & 53;33,17
16 & 3 & 23;34,78
16 & 7 & 17;34,85
16 & 7 & 23;36,36
16 & 7 & 41;39,39
16 & 8 & 53;33,07
16 & 10 & 53;35,87
16 & 13 & 28;35,06
16 & 13 & 53;38,96
16 & 14 & 53;35,06
16 & 15 & 67;33,75
16 & 27 & 53;33,42
19 & 10 & 53;34,37
22 & 3 & 20;34,26
27 & 8 & 53;35,15
27 & 10 & 53;34,49
27 & 13 & 53;34,38
27 & 15 & 53;34,09
27 & 16 & 53;33,42
27 & 29 & 53;33,15
27 & 30 & 53;33,59
27 & 57 & 53;33,52
27 & 58 & 53;35,13
29 & 10 & 53;36,15
29 & 27 & 53;33,15
30 & 10 & 53;33,76
30 & 12 & 53;33,96
30 & 27 & 53;33,59
31 & 10 & 53;33,65
32 & 10 & 53;33,52
32 & 15 & 53;33,17
47 & 4 & 17;33,33
47 & 6 & 17;33,72
47 & 7 & 17;35,48
47 & 49 & 17;33,68
49 & 10 & 53;34,11
49 & 47 & 17;33,68
54 & 10 & 53;35,39
55 & 8 & 35;34,71
55 & 8 & 53;33,88
55 & 13 & 53;35,2
56 & 11 & 53;33,86
57 & 27 & 53;33,52
58 & 10 & 53;37,81
58 & 11 & 53;33,22
58 & 27 & 53;35,13
59 & 10 & 53;33,89
60 & 10 & 53;35,52
