nr zaleznosci;procent
3 & 20;26,48
4 & 17;26,93
6 & 17;25,14
8 & 17;25,09
10 & 53;28,64
11 & 53;28,05
13 & 53;26,48
15 & 53;26,28
16 & 53;25,12
19 & 17;25,12
27 & 53;27,02
28 & 53;25,65
29 & 53;25,57
30 & 53;25,78
31 & 53;25,39
32 & 53;25,08
45 & 53;26,72
47 & 17;27,43
48 & 17;25,13
51 & 17;25,06
52 & 17;25,31
54 & 53;26,17
55 & 53;25,41
56 & 53;25,68
57 & 53;25,56
58 & 53;25,83
59 & 53;25,63
60 & 53;25,42
