nr zaleznosci;procent
2 & 17;25,7
3 & 20;25,82
4 & 17;27,51
7 & 17;26,11
10 & 53;27,61
11 & 53;25,04
12 & 53;26,42
15 & 53;25,53
16 & 53;26,23
20 & 17;25,46
23 & 17;25,43
24 & 17;25,09
27 & 53;27,54
28 & 53;25,11
30 & 53;25,76
31 & 53;25,96
32 & 53;25,23
45 & 53;25,89
47 & 17;26,84
48 & 17;25,3
50 & 17;25,25
54 & 53;25,78
55 & 53;26,04
56 & 53;26,28
57 & 53;25,58
58 & 53;25,06
59 & 53;25,78
60 & 53;25,73
