nr, zaleznosci;procent
11 & 16 & 53;33,8
11 & 28 & 53;34,75
11 & 30 & 53;33,43
11 & 56 & 53;33,26
12 & 8 & 20;35,42
12 & 8 & 35;34,38
12 & 8 & 39;34,38
12 & 9 & 25;33,33
12 & 9 & 57;33,33
12 & 10 & 17;35,11
12 & 10 & 53;37,23
12 & 11 & 53;36,99
12 & 14 & 36;33,93
12 & 14 & 53;47,32
12 & 31 & 53;33,55
13 & 3 & 54;35,29
13 & 3 & 68;38,24
13 & 7 & 53;37,84
13 & 9 & 35;36,84
13 & 9 & 60;38,16
13 & 11 & 37;35,29
13 & 11 & 53;36,76
13 & 14 & 25;33,96
13 & 14 & 44;33,96
13 & 15 & 67;33,33
13 & 16 & 17;34,41
14 & 3 & 28;35,42
14 & 3 & 53;33,33
14 & 3 & 54;35,42
14 & 4 & 17;37,5
14 & 4 & 41;35,71
14 & 7 & 53;34,21
14 & 9 & 32;44,44
14 & 10 & 53;33,91
14 & 11 & 53;34,74
14 & 12 & 36;33,93
14 & 12 & 53;47,32
14 & 13 & 25;33,96
14 & 13 & 44;33,96
14 & 15 & 32;35,23
14 & 45 & 53;33,84
14 & 56 & 53;34,52
15 & 2 & 36;39,74
15 & 2 & 56;34,62
15 & 9 & 56;36,92
15 & 13 & 67;33,33
15 & 14 & 32;35,23
15 & 16 & 39;34,62
15 & 16 & 53;35,9
15 & 27 & 53;33,18
16 & 1 & 67;33,33
16 & 1 & 69;33,33
16 & 7 & 23;35
16 & 9 & 60;34,34
16 & 11 & 28;33,8
16 & 11 & 53;33,8
16 & 13 & 17;34,41
16 & 15 & 39;34,62
16 & 15 & 53;35,9
16 & 27 & 53;35,15
19 & 2 & 36;34,73
24 & 4 & 17;33,33
27 & 9 & 25;34,62
27 & 15 & 53;33,18
27 & 16 & 53;35,15
27 & 30 & 53;33,35
27 & 31 & 53;33,55
27 & 32 & 53;33,19
27 & 57 & 53;33
28 & 11 & 53;34,75
30 & 11 & 53;33,43
30 & 27 & 53;33,35
31 & 12 & 53;33,55
31 & 27 & 53;33,55
32 & 27 & 53;33,19
45 & 14 & 53;33,84
47 & 4 & 17;34,75
47 & 8 & 17;33,15
48 & 7 & 17;33,25
50 & 3 & 20;35,38
51 & 4 & 17;35,99
53 & 4 & 17;35,56
55 & 4 & 17;33,73
56 & 10 & 53;34,83
56 & 11 & 53;33,26
56 & 14 & 53;34,52
57 & 27 & 53;33
69 & 3 & 35;39,59
