nr zaleznosci;procent
2 & 17;25,42
3 & 20;25,24
4 & 17;26,84
6 & 17;25,85
7 & 17;25,04
8 & 35;25,15
10 & 53;28,92
11 & 53;26,84
12 & 53;25,47
13 & 53;26,04
14 & 53;25,16
15 & 53;25,87
16 & 53;27,1
17 & 53;25,82
20 & 17;25,16
22 & 17;25,16
27 & 53;28,18
28 & 53;26,22
29 & 53;25,59
30 & 53;26,49
31 & 53;26,22
32 & 53;26,57
45 & 53;26,63
47 & 17;26,77
48 & 17;25,1
52 & 17;25,42
54 & 53;26,84
55 & 53;26,18
56 & 53;26,93
57 & 53;25,98
58 & 53;26,14
59 & 53;26,03
60 & 53;26,26
